UNIPROT_ID,PMID
Q16539,"['12665801', '7923354', '7535770', '7493921', '8622669', '9687510', '9430721', '9792677', '10391943', '9858528', '10330143', '10943842', '10838079', '10747897', '11010976', '11278799', '11359773', '11154262', '11333986', '11847341', '15284239', '15905572', '15592455', '15735648', '15735649', '16751104', '16932740', '17003045', '16352664', '17724032', '17525332', '18088087', '18691976', '18669648', '19369195', '19690332', '19893488', '20932473', '20188673', '20068231', '21269460', '21224381', '21586573', '21444723', '21283629', '12452429', '20626350', '23186163', '24275569', '25944712', '30878395', '8910361', '9095200', '9753691', '10633045', '11896401', '12482439', '14561090', '12897767', '14726206', '16342939', '15837335', '16169718', '15658854', '17255097', '17344846']"
Q9UBF8,"['23572552', '9148941', '10559940', '11277933', '12749687', '17081983', '17555535', '18220336', '18669648', '19690332', '20068231', '21269460', '21406692', '22124328', '22253445', '22258260', '23186163', '24672044', '24275569', '28289207', '27989622', '27009356']"
P45984,"['10376527', '11062067', '15693750', '15805466', '17875713', '17189706', '17525747', '19290929', '19369195', '19675674', '20595622', '21364637', '21269460', '22441692', '18801372', '17344846', '28089251', '28157543']"
O75762,"['17164327', '17567811', '21873995', '21402443', '23199233', '25389312', '27241698', '31447178', '30878828', '25855297', '26200340', '20547126']"
P23786,"['1961767', '2174799', '20538056', '20068231', '21269460', '24275569', '25944712', '1528846', '8358442', '8651281', '9600456', '1002/(sici)1098-1004(1998)11:5<377::aid-humu5>3.0.co;2-e', '9758712', '10090476', '1002/(sici)1098-1004(1999)13:3<210::aid-humu5>3.0.co;2-0', '11477613', '14605500', '14615409', '15622536', '15811315', '17488105', '18306170', '21697855', '24780397']"
P54577,"['12665801', '19413330', '19608861', '21269460', '23186163', '24275569', '25944712', '12427973', '14671330', '16429158', '24627108']"
P48050,"['7576658', '12032359', '19635485']"
P53779,"['10715136', '11062067', '11718727', '15693750', '16249883', '16737965', '16611996', '18435604', '21941371', '22441692', '22327296', '9739089']"
Q14524,"['', '15217910', '15548568', '16054936', '19666841', '19376164', '19027780', '20398673', '21447824', '21817159', '21726068', '23092124', '23420830', '24898004', '26721415', '19074138', '21167176', '22705208', '25370050', '7889574', '8541846', '7651517', '9686753', '9506831', '10627139', '1002/(sici)1098-1004(1998)12:1<72::aid-humu19>3.0.co;2-t', '9521325', '10508990', '1002/(sici)1096-8628(19991029)86:5<470::aid-ajmg13>3.0.co;2-y', '10690282', '10377081', '10532948', '10590249', '10471492', '10618304', '10973849', '10940383', '10911008', '11304498', '11410597', '11748104', '11710892', '11234013', '12106943', '11804990', '11889015', '11901046', '11997281', '11823453', '12471205', '12051963', '12209021', '12193783', '12522116', '12574143', '12673799', '12569159', '14523039', '15023552', '15466643', '15338453', '15579534', '16266370', '15851320', '16414944', '15840476', '16325048', '16616735', '17075016', '16922724', '17081365', '18708744', '17198989', '18060054', '18341814', '18616619', '18456723', '18252757', '18599870', '18378609', '18088563', '18929331', '18848812', '18929244', '18451998', '18368697', '18596570', '19056759', '19302788', '19251209', '19716085', '19272188', '20129283', '21109022', '22795782', '23085483', '24167619', '26279430', '26392562', '26776555']"
O75751,"['10966924', '22814378']"
P53985,"['15505343', '17081983', '17127621', '18691976', '18669648', '19413330', '19369195', '20068231', '21406692', '22162139', '23186163', '24275569', '25390740', '24390345', '25957687', '25944712', '10590411', '1002/(sici)1097-4598(200001)23:1<90::aid-mus12>3.0.co;2-m', '17701893', '21269460']"
P35499,"['24497506', '29992740', '30190309', '1659948', '1659668', '1338909', '1316765', '8388676', '8308722', '8242056', '8058156', '7695243', '8580427', '9266738', '9392583', '10369308', '10218481', '10599760', '10727489', '10851391', '10944223', '11558801', '11591859', '15318338', '15596759', '15790667', '16786525', '16890191', '16832098', '18162704', '17212350', '17998485', '18203179', '18046642', '18690054', '18166706', '17898326', '19015483', '20076800', '19347921', '18337100', '19118277', '19077043', '20522878', '21043388', '24549961', '25707578', '26700687', '25660391', '27653901', '27535533', '26659129']"
P28482,"['12665801', '7588608', '8622688', '8794306', '9480836', '9687510', '9649500', '9788880', '9596579', '10224087', '10637505', '10617468', '11154262', '12110590', '12356731', '11912194', '12974390', '12794087', '12792650', '15358203', '15526160', '15184391', '15241487', '15952796', '15616583', '15788397', '15664191', '17081983', '18211802', '16581800', '17274988', '18435604', '18296648', '18691976', '18760948', '18794356', '18669648', '19413330', '19879846', '19265199', '19494114', '19447520', '19369195', '19060905', '16393692', '19565474', '19690332', '20068231', '21269460', '21779493', '22033920', '21406692', '22223895', '22814378', '23186163', '23847209', '24275569', '32051553', '9827991', '16139248', '16242327', '17194451', '17300186', '19053285', '19827834', '']"
P35610,"['9020103', '10438503', '11294643', '16154994', '16647063', '18480028', '22814378', '23169578', '23186163', '32433614', '32433613']"
Q9NP56,['19690332']
P29323,"['9267020', '10508479', '1002/(sici)1097-0215(19991112)83:4<456::aid-ijc4>3.0.co;2-5', '18691976', '19369195', '28931592', '9933164', '17897949', '15300251', '16155194', '17344846', '30213874']"
O43570,"['17705204', '17314045', '17407288', '19186056', '19206230', '18618712', '26911677', '11493685', '21035102', '21184099']"
Q16790,"['15340161', '1312272', '8486430', '16310354', '17705204', '17314045', '18703501', '18669648', '19186056', '19206230', '18041760', '19805286', '']"
P08908,"['3138543', '8138923', '18476671', '20363322', '20945968', '21990073', '22957663', '23300088', '7755630', '9754630', '1002/(sici)1096-8628(19980907)81:5<434::aid-ajmg13>3.0.co;2-d']"
P43116,[]
O75469,"['11297522', '12606758', '19297428', '11408620', '12578355', '12909012', '15705662', '17215127', '18768384', '15618712', '', 'Portal']"
P31213,"['1522235', '7554313', '8626825', '8768837', '9208814', '9843052', '1002/(sici)1096-8628(19981116)80:3<269::aid-ajmg18>3.0.co;2-t', '9745434', '10501358', '10718838', '10999800', '10898110', '11927504', '12843198', '14560315', '15528927', '15064320', '16181229', '15770495', '16098368']"
P09917,"['3118366', '1939225', '1540191', '8245774', '7929073', '8615788', '8631361', '11844797', '15280375', '17114001', '16275640', '19022417', '19233132', '18978352', '19807693', '21200133', '21206090', '23246375', '24282679', '24893149', '26210919', '31664810', '21233389', '22516296', '32404334', '15308583']"
Q16665,"['8917528', '9235919', '9822602', '9653127', '10202154', '9887100', '11006129', '10944113', '10594042', '10758161', '11566883', '11389899', '11292861', '12464182', '12080085', '12351678', '12914934', '12560087', '12778114', '15465032', '14757845', '15776016', '16288748', '16543236', '16973622', '17610843', '17956732', '17244529', '16862177', '18658046', '18809331', '19046997', '19528298', '20624928', '20889502', '20699359', '22537386', '22009797', '22128162', '22286099', '23401859', '23469069', '24681946', '26517842', '25974097', '28296633', '30125331', '32697943', '11089639', '12446723', '11959990', '11959977', '12004076', '12050673']"
P05154,"['2556811', '6323392', '3501295', '2844223', '1725227', '1372913', '7521127', '7548057', '8536714', '8665956', '9473218', '9510955', '9556620', '10340997', '11722589', '14696115', '15328353', '15140131', '14760718', '15853774', '16335952', '17706750', '18467335', '18362344', '21056543', '22171320', '2172989', '12575940', '17337440', '18974053', '10391209']"
P31639,['14614622']
P12931,"['6273838', '3093483', '2498394', '1691439', '7525268', '7929427', '7853507', '7478590', '8759729', '8755529', '9571170', '9584165', '9924018', '10753943', '10747847', '11389730', '11152665', '11279199', '11518702', '12091389', '12415108', '19666546', '12615910', '12925710', '14632929', '14585963', '15504032', '14963108', '14661060', '15851033', '16186108', '16479011', '17202804', '17293535', '17525734', '18586953', '18024423', '18088087', '18657504', '18691976', '19807924', '19665017', '19419966', '19307596', '18936167', '19369195', '19690332', '21036157', '20100835', '20525694', '20534535', '21309750', '21442427', '21460222', '21411625', '22801373', '23186163', '22710723', '23564345', '24275569', '25731159', '26936507', '28903391', '8672527', '9442882', '11964124', '30862675', '31320558', '9024657', '9174343', '7532003', '22888118', '17344846']"
O43497,"['16671074', '12168954', '26456284', '26715324', '29878067']"
P08913,"['2170371', '1678390', '1678850', '23105096', '11888275']"
P39023,"['12962325', '14654843', '16963496', '18669648', '19369195', '19608861', '20068231', '21269460', '21406692', '23186163', '23349634', '24524803', '24275569', '25114211', '25772364', '26100019', '25944712', '28112733', '23636399', '22431104']"
P07949,"['10439047', '11061555', '14711813', '12787916', '16778204', '17884497', '17664273', '19053769', '18753381', '19366855', '19853745', '19369195', '20064382', '20605972', '20409618', '20616503', '20702524', '19823924', '21134556', '21357690', '21454698', '21994944', '23333276', '28953886', '29144449', '28846097', '28846099', '16928683', '20117004', '20473317', '9359036', '9067749', '1002/(sici)1098-1004(1997)9:2<97::aid-humu1>3.0.co;2-m', '8103403', '8099202', '7704557', '7911697', '7915165', '7849720', '7874109', '7881414', '7906866', '8114938', '8114939', '7906417', '8625130', '1002/1097-0142(19950801)76:3<479::aid-cncr2820760319>3.0.co;2-m', '7860065', '7633441', '7581377', '8595427', '7845675', '7784092', '9043870', '8557249', '8807338', '1002/(sici)1098-1004(1996)8:1<64::aid-humu9>3.0.co;2-p', '8626834', '9097963', '9090527', '1002/(sici)1098-1004(1997)9:3<243::aid-humu5>3.0.co;2-8', '9259198', '1002/(sici)1098-1004(1997)10:2<155::aid-humu7>3.0.co;2-j', '9360560', '9398735', '9094028', '9223675', '9294615', '9497256', '9677065', '1002/(sici)1096-8628(19980707)78:3<271::aid-ajmg13>3.0.co;2-c', '9760196', '9384613', '9452064', '9452077', '9506724', '9621513', '10090908', '10484767', '10323403', '10522989', '10826520', '10612852', '1002/(sici)1098-1004(200001)15:1<122::aid-humu41>3.0.co;2-7', '10618407', '11692159', '12000816', '12086152', '14566559', '16959974', '17344846', '18252215', '22174939']"
P08473,"['2972276', '2531377', '8168535', '12754519', '15283675', '16254193', '17101991', '20876573', '19756956', '22766194', '24275569', '27588448', '26991897', '27583304', '26931059', '27102936', '10669592', '14747736', '17704566']"
P03372,"['7476978', '7539106', '1577818', '1517211', '7838153', '7651415', '8961262', '10409727', '24509260', '10970861', '11075817', '12554772', '12682286', '8999954', '9328340', '9627117', '10428798', '10567404', '10359819', '11265755', '10681512', '10816575', '11581164', '11477071', '11358960', '11481323', '11113208', '11682626', '12039952', '12093804', '11971969', '11875103', '12415108', '19666546', '12917342', '15047147', '15078875', '15199063', '14963108', '14764652', '16043358', '15891768', '15940264', '16603732', '16684779', '16427018', '16772533', '17085477', '16617102', '17043237', '17658481', '17347654', '17914104', '17006958', '17587566', '17505058', '17311814', '17998543', '18247370', '18657504', '17932106', '17922032', '18563714', '19712589', '19117995', '19423554', '19350539', '19383985', '19339517', '19718048', '19636373', '20078863', '20074560', '20705611', '20720010', '19755138', '21104395', '21937726', '21330404', '21602804', '22031296', '22083956', '23160374', '23874500', '25219498', '24498420', '28068668', '2247153', '8221895', '9338790', '9600906', '9875847', '9619507', '2792078', '9195227', '1002/(sici)1098-1004(1997)9:6<531::aid-humu6>3.0.co;2-4', '10942433', '19749156', '17224074', '23841731', '27754803']"
Q14973,['23150796']
O95342,"['16332456', '15901796', '17082223', '18985798', '18245269', '19228692', '20398791', '22262466', '24275569', '32203132', '10579978', '11829140', '11815775', '15300568', '15077010', '15791618', '16039748', '16763017', '16799996', '17264802', '18829893', '20010382', '24969679', '24711118', '29507376', '30431138']"
Q9UF02,[]
P48551,"['8181059', '7759950', '9121453', '10049744', '11682488', '12105218', '23186163', '12842042', '16757563', '24075985', '17001036', '20496919', '21854986', '21819146', '26424569', '28165510', '32972995']"
O43353,"['14638696', '16824733', '17054981', '18775659', '18079694', '18691976', '18669648', '19592251', '19464198', '19369195', '21123652', '20068231', '21269460', '21931591', '22520462', '22672233', '21887730', '23186163', '23806334', '24275569', '27812135', '28436939', '26646181', '17344846']"
P54646,"['11554766', '11518699', '11602624', '12519745', '14651849', '15980064', '15866171', '17711846', '17486097', '18184930', '18691976', '18669648', '19369195', '20074060', '20160076', '21460634', '21269460', '21205641', '17307971', '17712357', '22517326', '23088624', '23186163', '24767988', '25687571', '28561066', '20124709', '21543851', '16959974', '17344846']"
P00742,"['6871167', '8243461', '6323392', '20427285', '22171320', '8355279', '9618463', '17227710', '2790181', '1973167', '1985698', '7669671', '8529633', '7860069', '8845463', '8910490', '10468877', '10391209', '10746568', '10739379', '11248282', '11728527', '12945883', '12574802', '15075089', '15650540', '17393015', '19135706', '25313940', '26222694']"
Q9UGI9,"['14722619', '17255938', '17307971', '17712357', '21460634', '17878938']"
Q9BUB5,"['11463832', '9878069', '15234964', '18669648', '23186163', '17344846']"
P17302,"['9430691', '15181016', '15213231', '14702389', '10764404', '8873667', '9155619', '9443444', '11741837', '12270943', '16112082', '15605363', '16816024', '12457340', '21406692', '22411987', '25168385', '25398053', '7715640', '11470490', '15108203', '14974090', '14729836', '15637728', '16222672', '16219735', '15978203', '15757815', '16378922', '16813608', '16709485', '17509830', '18161618', '19338053', '21670345', '23550541', '23951358', '24508941', '28258662']"
P49286,"['28827538', '31019305']"
Q9Y691,"['10377337', '10792058', '12566540', '12136044', '11517232']"
P54760,"['9267020', '12734395', '16424904', '18691976', '18669648', '19413330', '19369195', '21269460', '23186163', '24275569', '16867992', '16472751', '17344846', '27400125', '28687708', '28730721', '29444212', '30578106']"
P34995,[]
P11712,"['3079764', '3243766', '1857342', '8809086', '8215449', '7574697', '9866708', '9435160', '11950794', '12865317', '15766564', '19965576', '21576599', '24275569', '12861225', '8946475', '9110362', '10739176', '11455026', '11926893', '15469410', '21451434', '23582453', '24956244', '25994031']"
Q9HAW8,"['12181437', '15472229', '17179145', '18052087', '18004212', '18674515', '18719240', '19545173', '20610558', '23288867', '26220143', '15618702']"
